Type,ID,Timestamp,Date,Customer Name,PM Name,User,UserID,Text Preview,Has Thread,Reply Count,Is Bot
"Engagement","1751041007.075779","1751041007.075779","* 2025-06-27","State of Pennsylvania*","Sakshi Arora","","","* Debugged their issues. Identified a product issue along with their customization issues. :todo_done: *","false","0","false"
"Engagement","1750997599.648709","1750997599.648709","* 2025-06-26","NFCU*","Vijay Srivastva","","","* In the meeting, we provided a comprehensive walkthrough of the newly introduced features and discussed each in detail. The key features covered include: • Template creation workflow • Fragments &amp; Converting fragment as Object • FDM Integration &amp; corresponding data binding • Font Support to","false","0","false"
"Engagement","1750928837.106899","1750928837.106899","* 2025-06-25","IRS/DMAF*","Sunny Marwaha","","","* • Pankaj showcased the Save As Draft along with USC customisation demo to IRS and Accenture Federal team. • Additionally, we highlighted two *enhancements* made while delivering this feature, specifically to address IRS requirements:     ◦ *Support for Request Object in Save Data API:* During our ","true","3","false"
"Thread Reply","1751351856.414729","1751351856.414729","2025-07-01","IRS/DMAF*","Sunny Marwaha","W4RU4N66R","W4RU4N66R","<@W4R5LUPK3>, <@W4RSW3ECC> - Do we need to backport all the features provided to 6.6? Also, should features like custom USC be included in the Cloud as well?  CC - <@U0213T59LMN>","false","0","false"
"Thread Reply","1751354772.766369","1751354772.766369","2025-07-01","IRS/DMAF*","Sunny Marwaha","W4R5LUPK3","W4R5LUPK3","Ideally we would like to keep parity between 6.5 and 6.6, else it would be difficult to maintain what is missing from 6.6 as compared to 6.5","false","0","false"
"Thread Reply","1751428284.346659","1751428284.346659","2025-07-02","IRS/DMAF*","Sunny Marwaha","WLWHN4TV3","WLWHN4TV3","Just for clarity for USC and FDM azure connector • we are backporting USC to 66 (65 already done with custom impl support and no default support for azure connector for IRS). • We are not backporting azure connector - which is default for USC to 65 as its close to EOL. Azure connector and USC with full support be backported to 66. • For new changes which is custom implementation support for USC, that’ll be ported to master. cc: <@U0213T59LMN> <@W4R5LUPK3> <@W4RU4N66R>","false","0","false"
"Engagement","1750903648.194029","1750903648.194029","* 2025-06-25","Qualcomm (Sites Optimizer/Forms Optimizer)*","Sudhanshu Singh","","","* Presenter: *Ken Woodward* Project Lead: *Andrei Bogdan*  • Ken introduced Sites Optimizer - since some of the participants had not seen the UI earlier, and were not aware of the capabilities. It was a short 30 mins call - do most of the time was spent on introducing the Sites Optimizer to them. • ","false","0","false"
"Engagement","1750895536.860659","1750895536.860659","* 2025-06-19","TravelPort*","Sudhanshu Singh","","","* • TravelPort wants to modernize their forms - and highlighted the concerns:     ◦ Do we have an immediate solution to avoid the IE11 requirement (they render the XDP as PDF currently)     ◦ Do we have a long term solution - which is responsive and path to AF • Mentioned that if we do not have a so","true","2","false"
"Thread Reply","1751257986.752139","1751257986.752139","2025-06-30","TravelPort*","Sudhanshu Singh","W4RSW3ECC","W4RSW3ECC","<@W6CBB4953>: Is MF the right choice for this considering large form ?","false","0","false"
"Thread Reply","1751260714.010379","1751260714.010379","2025-06-30","TravelPort*","Sudhanshu Singh","W6CBB4953","W6CBB4953","Need to look into their form to analyze how big they are ? MF fits all the criteria (except prefill, which if they are not using name bindings, can be solved as well).  How many requests do they handle currently ?  I don’t think MF will scale without caching if they have too many requests. <@WQ6GEBZHN> how are we handling template caching in cloud ?  The approach that we suggested for 4Point may not work with very large forms plus we would be having bad Lighthouse scores (bad LHS is true for MF ","false","0","false"
"Engagement","1750784775.811059","1750784775.811059","* 2025-06-24","NFCU*","Sunny Marwaha","","","* • Vijay showcased the latest innovations of IC on cloud with new structural change of json based storage and highlighted that most of the requested features by NFCU being delivered. • Showcased the features like      ◦ Fragments     ◦ FDM integration     ◦ Font support     ◦ Formatting support lik","false","0","false"
"Engagement","1750777388.779649","1750777388.779649","* 2025-06-24","LPL Financials*","Mayank Agarwal","","","* • *Forms Conversion Progress:* Satya Deep provided an update on the conversion of 15 out of 19 forms, noting that some manual work is required to address gaps in the automated conversion process. They aim to reduce the manual effort needed after form conversion. • *Binder and Dor Binder Requiremen","false","0","false"
"Engagement","1750756047.370239","1750756047.370239","* 2025-06-23","CoreBridge (prospective customer)*","Sakshi Arora","","","* Forms overview, including ""Forms Experience Builder"" and ""Forms Optimizer"" was shared by Arun. Demo was given for Core Component based AF version of their current forms. Rule, DoR, FDM capabilities were highlighted. :todo_done: *","true","4","false"
"Thread Reply","1750811504.648409","1750811504.648409","2025-06-25","CoreBridge (prospective customer)*","Sakshi Arora","W4RT1B152","W4RT1B152","Since the UE based forms are almost at a feature parity (as mentioned in the last release demo by <@W4RU4N66R>), shouldn't we be recommending and demoing only that for new (prospective) customers? cc <@W4RSW3ECC>","false","0","false"
"Thread Reply","1750824839.023919","1750824839.023919","2025-06-25","CoreBridge (prospective customer)*","Sakshi Arora","W4RSW3ECC","W4RSW3ECC","+1","false","0","false"
"Thread Reply","1750958460.569039","1750958460.569039","2025-06-26","CoreBridge (prospective customer)*","Sakshi Arora","W4XTCQ07J","W4XTCQ07J","Agree. This was an early pitch for Sales and we can recommend the same once they plan to move ahead. More details from the meeting: • Their forms had a requirement to generate *Document of Record* (currently not supported in UE) - with scripts in DoR - to show/hide different sections (before form submission) - in fact they do not have a form submission in the 2 forms they requested demo for. • *Existing support:*     ◦ They asked about bindRef - especially the *same name binding* - which allows ","false","0","false"
"Thread Reply","1750960476.090989","1750960476.090989","2025-06-26","CoreBridge (prospective customer)*","Sakshi Arora","W4XTCQ07J","W4XTCQ07J","Their original forms for reference: 1. <https://www.assurededgeincomeprotector.com/#plan> 2. <https://www.maxincomecomparison.com/#plan/new> 3. <https://www.corebridgefinancial.com/life/generationstation> (we demoed 1st and 3rd).","false","0","false"
"Engagement","1750755873.674919","1750755873.674919","* 2025-06-23","State of Pennsylvania*","Sakshi Arora","","","* Guided them over, how to achieve their targeted usecases in DoR. :todo_done: *","false","0","false"
"Engagement","1750753537.226489","1750753537.226489","* 2025-06-23","Jet2*","Vijay Kumar Jalagari","","","* • The call centred on 3 tech approaches:     a. EDS Document-based Forms     b. EDS Universal Editor Forms      c. AEM Adaptive Forms – Core Components (Cloud) • Vijay (forms product team, Adobe) gave a demo on each before including Form Experience Builder, Nitesh (field engineering, Adobe) shared","true","4","false"
"Thread Reply","1750753594.514399","1750753594.514399","2025-06-24","Jet2*","Vijay Kumar Jalagari","W4RU4N66R","W4RU4N66R","<@W4RSW3ECC>, <@W5HEU5M7Y> - I have offered Forms VIP program to Jet2 to avoid any further escalation and also adoption of EDS &amp; Forms Experience builder","false","0","false"
"Thread Reply","1750753961.123439","1750753961.123439","2025-06-24","Jet2*","Vijay Kumar Jalagari","W4RSW3ECC","W4RSW3ECC","ok","false","0","false"
"Thread Reply","1750775275.801889","1750775275.801889","2025-06-24","Jet2*","Vijay Kumar Jalagari","W4RSW3ECC","W4RSW3ECC","VJ - check with them if the are intersted in Forms Optimizer as well, and if we can have RUM on their existing website or if they have some analytics data.. cc: <@W4XTCQ07J>","false","0","false"
"Thread Reply","1750784931.500139","1750784931.500139","2025-06-24","Jet2*","Vijay Kumar Jalagari","W5HEU5M7Y","W5HEU5M7Y","Thanks <@W4RU4N66R>, yes…would love to see more customers live on EDS","false","0","false"
"Engagement","1750752425.872629","1750752425.872629","* 2025-06-23","Carpenter &amp; 4point*","Vijay Kumar Jalagari","","","* *Meeting Objective* To resolve connectivity issues between Carpenter’s Adobe Experience Manager (AEM) instance and their Azure SQL Server database, and to clarify the correct integration approach.  Key Discussion Points • Current Issue: Carpenter is unable to connect AEM to their Azure SQL Server.","true","9","false"
"Thread Reply","1750752510.602599","1750752510.602599","2025-06-24","Carpenter &amp; 4point*","Vijay Kumar Jalagari","W4RU4N66R","W4RU4N66R","Thanks <@WLWHN4TV3>, <@U06NF880220> and <@W6CBB6337> for figuring things out, resolving the unknowns connectivity issues, and demonstrating the solution to the customer, really appreciate the effort and unblocking customer!","false","0","false"
"Thread Reply","1750752531.851139","1750752531.851139","2025-06-24","Carpenter &amp; 4point*","Vijay Kumar Jalagari","W4RU4N66R","W4RU4N66R","<@WAM5KDYBZ> please help in document steps for connecting with Azure SQL Server","false","0","false"
"Thread Reply","1750752545.190939","1750752545.190939","2025-06-24","Carpenter &amp; 4point*","Vijay Kumar Jalagari","W4RU4N66R","W4RU4N66R","<@W4RSW3ECC> - FYI Carpenter’s is now unblocked","false","0","false"
"Thread Reply","1750753506.320319","1750753506.320319","2025-06-24","Carpenter &amp; 4point*","Vijay Kumar Jalagari","W4RSW3ECC","W4RSW3ECC","Thanks VJ","false","0","false"
"Thread Reply","1750775208.064859","1750775208.064859","2025-06-24","Carpenter &amp; 4point*","Vijay Kumar Jalagari","W4RSW3ECC","W4RSW3ECC","RDE can be positioned for quick backend development - though not sure if the team has tried it here","false","0","false"
"Thread Reply","1750786458.298109","1750786458.298109","2025-06-24","Carpenter &amp; 4point*","Vijay Kumar Jalagari","W4RU4N66R","W4RU4N66R","I dont think RDE support advance networking","false","0","false"
"Thread Reply","1750827270.608589","1750827270.608589","2025-06-25","Carpenter &amp; 4point*","Vijay Kumar Jalagari","W4RSW3ECC","W4RSW3ECC","ah, ok","false","0","false"
"Thread Reply","1750961791.924379","1750961791.924379","2025-06-26","Carpenter &amp; 4point*","Vijay Kumar Jalagari","W4XTCQ07J","W4XTCQ07J","<@W4RU4N66R> <@W4RSW3ECC> From Co-Pilot: &gt; _Yes – your Rapid Development Environment (RDE) can make use of AEM as a Cloud Service’s advanced networking features, as long as it’s part of a non-sandbox program and you have the Admin role._ &gt; _The advanced networking capabilities you can configure for an RDE (and any other non-sandbox environment) are:_ &gt; • _Flexible port egress – allow outbound traffic over non-standard TCP/UDP ports_ &gt; • _Dedicated egress IP address – have all outboun","false","0","false"
